PFAM_ACC,CLAN,CLAN_Name,PFAM_Name,PFAM_desc
PF02082,CL0123,HTH,Rrf2,Iron-dependent Transcriptional regulator
PF00398,CL0063,NADP_Rossmann,RrnaAD,Ribosomal RNA adenine dimethylase
PF02410,CL0260,NTP_transf,RsfS,Ribosomal silencing factor during starvation 
PF03193,CL0023,P-loop_NTPase,RsgA_GTPase,RsgA GTPase
PF16745,CL0021,OB,RsgA_N,RsgA N-terminal domain
PF10099,,,RskA,Anti-sigma-K factor rskA
PF09243,CL0063,NADP_Rossmann,Rsm22,Mitochondrial small ribosomal subunit Rsm22
PF17126,,,RsmF_methylt_CI,RsmF rRNA methyltransferase first C-terminal domain
PF01139,,,RtcB,tRNA-splicing ligase RtcB
PF18073,CL0167,Zn_Beta_Ribbon,Rubredoxin_2,Rubredoxin metal binding domain
PF02915,CL0044,Ferritin,Rubrerythrin,Rubrerythrin
PF07499,CL0214,UBA,RuvA_C,"RuvA, C-terminal domain"
PF01330,CL0021,OB,RuvA_N,RuvA N terminal domain
PF05491,CL0123,HTH,RuvB_C,RuvB C-terminal winged helix domain
PF05496,CL0023,P-loop_NTPase,RuvB_N,Holliday junction DNA helicase RuvB P-loop domain
PF03652,CL0580,YqgF,RuvX,Holliday junction resolvase
PF00665,CL0219,RNase_H,rve,Integrase core domain
PF13333,CL0219,RNase_H,rve_2,Integrase core domain
PF13683,CL0219,RNase_H,rve_3,Integrase core domain
PF00077,CL0129,Peptidase_AA,RVP,Retroviral aspartyl protease
PF00078,CL0027,RdRP,RVT_1,Reverse transcriptase (RNA-dependent DNA polymerase)
PF02773,,,S-AdoMet_synt_C,"S-adenosylmethionine synthetase, C-terminal domain"
PF02772,,,S-AdoMet_synt_M,"S-adenosylmethionine synthetase, central domain"
PF00438,,,S-AdoMet_synt_N,"S-adenosylmethionine synthetase, N-terminal domain"
PF02574,,,S-methyl_trans,Homocysteine S-methyltransferase
PF00575,CL0021,OB,S1,S1 RNA binding domain
PF02265,CL0368,PhosC-NucP1,S1-P1_nuclease,S1/P1 Nuclease
PF13509,CL0021,OB,S1_2,S1 domain
PF01479,CL0492,S4,S4,S4 domain
PF05116,CL0137,HAD,S6PP,Sucrose-6F-phosphate phosphohydrolase
PF16653,CL0139,GADPH_aa-bio_dh,Sacchrp_dh_C,Saccharopine dehydrogenase C-terminal domain
PF03435,CL0063,NADP_Rossmann,Sacchrp_dh_NADP,Saccharopine dehydrogenase NADP binding domain
PF01259,,,SAICAR_synt,SAICAR synthetase
PF01887,,,SAM_adeno_trans,S-adenosyl-l-methionine hydroxide adenosyltransferase
PF16073,CL0323,Patatin,SAT,Starter unit:ACP transacylase in aflatoxin biosynthesis
PF10340,CL0028,AB_hydrolase,Say1_Mug180,Steryl acetyl hydrolase
PF01547,CL0177,PBP,SBP_bac_1,Bacterial extracellular solute-binding protein
PF13531,CL0177,PBP,SBP_bac_11,Bacterial extracellular solute-binding protein
PF00497,CL0177,PBP,SBP_bac_3,"Bacterial extracellular solute-binding proteins, family 3"
PF00496,CL0177,PBP,SBP_bac_5,"Bacterial extracellular solute-binding proteins, family 5 Middle"
PF04405,,,ScdA_N,Domain of Unknown function (DUF542)  
PF02630,CL0172,Thioredoxin,SCO1-SenC,SCO1/SenC
PF00375,,,SDF,Sodium:dicarboxylate symporter family
PF03313,,,SDH_alpha,Serine dehydratase alpha chain
PF03315,,,SDH_beta,Serine dehydratase beta chain
PF01127,CL0335,FumRed-TM,Sdh_cyt,Succinate dehydrogenase/Fumarate reductase transmembrane subunit
PF17210,CL0287,Transthyretin,SdrD_B,SdrD B-like domain
PF08491,CL0063,NADP_Rossmann,SE,Squalene epoxidase
PF07517,CL0023,P-loop_NTPase,SecA_DEAD,SecA DEAD-like domain
PF01043,,,SecA_PP_bind,SecA preprotein cross-linking domain
PF07516,,,SecA_SW,SecA Wing and Scaffold domain
PF02355,CL0322,RND_permease,SecD_SecF,Protein export membrane protein
PF03840,,,SecG,Preprotein translocase SecG subunit
PF00263,,,Secretin,Bacterial type II and III secretion system protein
PF00344,,,SecY,SecY translocase
PF07549,,,Sec_GG,SecD/SecF GG Motif
PF04628,CL0431,PF,Sedlin_N,"Sedlin, N-terminal conserved region"
PF08238,CL0020,TPR,Sel1,Sel1 repeat
PF01641,CL0080,Beta-tent,SelR,SelR domain
PF01118,CL0063,NADP_Rossmann,Semialdhyde_dh,"Semialdehyde dehydrogenase, NAD binding domain"
PF02774,CL0139,GADPH_aa-bio_dh,Semialdhyde_dhC,"Semialdehyde dehydrogenase, dimerisation domain"
PF05889,CL0061,PLP_aminotran,SepSecS,"O-phosphoseryl-tRNA(Sec) selenium transferase, SepSecS"
PF00735,CL0023,P-loop_NTPase,Septin,Septin
PF02403,CL0298,tRNA_bind_arm,Seryl_tRNA_N,Seryl-tRNA synthetase N-terminal domain
PF08450,CL0186,Beta_propeller,SGL,SMP-30/Gluconolactonase/LRE-like region
PF18348,CL0010,SH3,SH3_16,Bacterial dipeptidyl-peptidase Sh3 domain
PF08239,CL0010,SH3,SH3_3,Bacterial SH3 domain
PF06347,CL0010,SH3,SH3_4,Bacterial SH3 domain
PF01488,CL0063,NADP_Rossmann,Shikimate_DH,Shikimate / quinate 5-dehydrogenase
PF08501,CL0603,AA_dh_N,Shikimate_dh_N,Shikimate dehydrogenase substrate binding domain
PF03865,CL0193,MBB,ShlB,Haemolysin secretion/activation protein ShlB/FhaC/HecB
PF00464,CL0061,PLP_aminotran,SHMT,Serine hydroxymethyltransferase
PF10516,CL0020,TPR,SHNi-TPR,SHNi-TPR
PF09851,CL0660,SHOCT,SHOCT,Short C-terminal domain
PF02491,CL0319,SHS2,SHS2_FTSA,SHS2 domain inserted in FTSA
PF00158,CL0023,P-loop_NTPase,Sigma54_activat,Sigma-54 interaction domain
PF14532,CL0023,P-loop_NTPase,Sigma54_activ_2,Sigma-54 interaction domain
PF00309,,,Sigma54_AID,"Sigma-54 factor, Activator interacting domain (AID) "
PF04963,CL0123,HTH,Sigma54_CBD,"Sigma-54 factor, core binding domain"
PF04552,CL0123,HTH,Sigma54_DBD,"Sigma-54, DNA binding domain"
PF07638,CL0123,HTH,Sigma70_ECF,ECF sigma factor
PF00140,,,Sigma70_r1_2,"Sigma-70 factor, region 1.2"
PF04542,CL0123,HTH,Sigma70_r2,Sigma-70 region 2 
PF04539,CL0123,HTH,Sigma70_r3,Sigma-70 region 3
PF04545,CL0123,HTH,Sigma70_r4,"Sigma-70, region 4"
PF08281,CL0123,HTH,Sigma70_r4_2,"Sigma-70, region 4"
PF04402,,,SIMPL,Protein of unknown function (DUF541)
PF02146,CL0085,FAD_DHS,SIR2,Sir2 family
PF14824,,,Sirohm_synth_M,Sirohaem biosynthesis protein central
PF01380,CL0067,SIS,SIS,SIS domain
PF13580,CL0067,SIS,SIS_2,SIS domain
PF01202,CL0023,P-loop_NTPase,SKI,Shikimate kinase
PF03935,CL0004,Concanavalin,SKN1,Beta-glucan synthesis-associated protein (SKN1)
PF18160,CL0676,SLATT,SLATT_5,SMODS and SLOG-associating 2TM effector domain family 5
PF18169,CL0676,SLATT,SLATT_6,SMODS and SLOG-associating 2TM effector domain 6
PF10531,CL0072,Ubiquitin,SLBB,SLBB domain
PF06027,CL0184,DMT,SLC35F,Solute carrier family 35
PF01464,CL0037,Lysozyme,SLT,Transglycosylase SLT domain
PF02463,CL0023,P-loop_NTPase,SMC_N,RecF/RecN/SMC N terminal domain
PF09346,CL0526,SUKH,SMI1_KNR4,SMI1 / KNR4 family (SUKH-1)
PF01668,,,SmpB,SmpB protein
PF06695,,,Sm_multidrug_ex,Putative small multi-drug export protein
PF18750,CL0109,CDA,SNAD4,Secreted Novel AID/APOBEC-like Deaminase 4
PF14938,CL0020,TPR,SNAP,"Soluble NSF attachment protein, SNAP"
PF00565,CL0049,Tudor,SNase,Staphylococcal nuclease homologue
PF00176,CL0023,P-loop_NTPase,SNF2_N,SNF2 family N-terminal domain
PF01174,CL0014,Glutaminase_I,SNO,SNO glutamine amidotransferase family
PF07366,CL0051,NTF2,SnoaL,SnoaL-like polyketide cyclase
PF12680,CL0051,NTF2,SnoaL_2,SnoaL-like domain
PF13474,CL0051,NTF2,SnoaL_3,SnoaL-like domain
PF13577,CL0051,NTF2,SnoaL_4,SnoaL-like domain
PF00080,,,Sod_Cu,Copper/zinc superoxide dismutase (SODC)
PF02777,,,Sod_Fe_C,"Iron/manganese superoxide dismutases, C-terminal domain"
PF00081,,,Sod_Fe_N,"Iron/manganese superoxide dismutases, alpha-hairpin domain"
PF15902,CL0434,Sialidase,Sortilin-Vps10,"Sortilin, neurotensin receptor 3,"
PF07228,CL0238,PP2C,SpoIIE,Stage II sporulation protein E (SpoIIE)
PF01944,,,SpoIIM,Stage II sporulation protein M
PF05036,,,SPOR,SPOR domain
PF02590,CL0098,SPOUT,SPOUT_MTase,Predicted SPOUT methyltransferase
PF00588,CL0098,SPOUT,SpoU_methylase,SpoU rRNA Methylase family
PF08032,CL0101,PELOTA,SpoU_sub_bind,RNA 2'-O ribose methyltransferase substrate binding
PF14349,,,SprA_N,Motility related/secretion protein
PF13573,CL0159,E-set,SprB,SprB repeat
PF10263,CL0126,Peptidase_MA,SprT-like,SprT-like family
PF00494,CL0613,Terp_synthase,SQS_PSY,Squalene/phytoene synthase
PF00448,CL0023,P-loop_NTPase,SRP54,"SRP54-type protein, GTPase domain"
PF02881,,,SRP54_N,"SRP54-type protein, helical bundle domain"
PF09439,CL0023,P-loop_NTPase,SRPRB,Signal recognition particle receptor beta subunit
PF02978,CL0123,HTH,SRP_SPB,Signal peptide binding domain
PF00436,CL0021,OB,SSB,Single-strand binding protein family
PF00474,CL0062,APC,SSF,Sodium:solute symporter family
PF01740,CL0502,STAS,STAS,STAS domain
PF12349,CL0322,RND_permease,Sterol-sensing,Sterol-sensing domain of SREBP cleavage-activation
PF07660,,,STN,Secretin and TonB N terminus short domain
PF01300,,,Sua5_yciO_yrdC,Telomere recombination
PF13607,CL0506,Succ_CoA_synth,Succ_CoA_lig,Succinyl-CoA ligase like flavodoxin domain
PF02910,,,Succ_DH_flav_C,Fumarate reductase flavoprotein C-term
PF01458,,,SUFBD,"SUF system FeS cluster assembly, SufBD"
PF02657,CL0233,SufE_NifU,SufE,Fe-S metabolism associated domain
PF05076,,,SUFU,Suppressor of fused protein (SUFU)
PF00083,CL0015,MFS,Sugar_tr,Sugar (and other) transporter
PF06800,CL0184,DMT,Sugar_transport,Sugar transport protein
PF01253,,,SUI1,Translation initiation factor SUI1
PF14568,CL0526,SUKH,SUKH_6,SMI1-KNR4 cell-wall
PF00884,CL0088,Alk_phosphatase,Sulfatase,Sulfatase
PF00916,CL0062,APC,Sulfate_transp,Sulfate permease family
PF13623,CL0262,Trigger_C,SurA_N_2,SurA N-terminal domain
PF13624,CL0262,Trigger_C,SurA_N_3,SurA N-terminal domain
PF01975,,,SurE,Survival protein SurE
PF12741,CL0020,TPR,SusD-like,Susd and RagB outer membrane lipoprotein 
PF12771,CL0020,TPR,SusD-like_2,Starch-binding associating with outer membrane
PF14322,CL0020,TPR,SusD-like_3,Starch-binding associating with outer membrane
PF07980,CL0020,TPR,SusD_RagB,SusD family
PF14292,CL0159,E-set,SusE,SusE outer membrane protein
PF16411,,,SusF_SusE,Outer membrane protein SusF_SusE
PF18766,CL0023,P-loop_NTPase,SWI2_SNF2,SWI2/SNF2 ATPase
PF00437,CL0023,P-loop_NTPase,T2SSE,Type II/IV secretion system protein
PF00482,,,T2SSF,"Type II secretion system (T2SS), protein F"
PF02534,CL0023,P-loop_NTPase,T4SS-DNA_transf,Type IV secretory system Conjugative DNA transfer
PF10544,CL0418,GIY-YIG,T5orf172,T5orf172 domain
PF05947,,,T6SS_TssF,"Type VI secretion system, TssF"
PF06996,,,T6SS_TssG,"Type VI secretion, TssG"
PF00923,CL0036,TIM_barrel,TAL_FSA,Transaldolase/Fructose-6-phosphate aldolase
PF04357,CL0401,AsmA-like,TamB,"TamB, inner membrane protein subunit of TAM complex"
PF05742,,,TANGO2,Transport and Golgi organisation 2
PF02416,,,TatA_B_E,mttA/Hcf106 family
PF00902,,,TatC,Sec-independent protein translocase protein (TatC)
PF01026,CL0034,Amidohydrolase,TatD_DNase,TatD related DNase
PF02668,CL0029,Cupin,TauD,"Taurine catabolism dioxygenase TauD, TfdA family"
PF01925,CL0292,LysE,TauE,Sulfite exporter TauE/SafE
PF01361,CL0082,MIF,Tautomerase,Tautomerase enzyme
PF07678,CL0059,6_Hairpin,TED_complement,A-macroglobulin TED domain
PF03848,CL0063,NADP_Rossmann,TehB,Tellurite resistance protein TehB
PF05099,CL0414,TerB,TerB,Tellurite resistance protein TerB
PF03741,CL0292,LysE,TerC,Integral membrane protein TerC family
PF06056,CL0123,HTH,Terminase_5,Putative ATPase subunit of terminase (gpP-like)
PF13972,,,TetR,Bacterial transcriptional repressor
PF16925,CL0174,TetR_C,TetR_C_13,"Tetracyclin repressor-like, C-terminal domain"
PF17931,CL0174,TetR_C,TetR_C_23,"Tetracyclin repressor-like, C-terminal domain"
PF17932,CL0174,TetR_C,TetR_C_24,"Tetracyclin repressor-like, C-terminal domain"
PF00440,CL0123,HTH,TetR_N,"Bacterial regulatory proteins, tetR family"
PF09371,,,Tex_N,Tex-like protein N-terminal domain
PF16921,CL0580,YqgF,Tex_YqgF,Tex protein YqgF-like domain
PF04993,CL0631,YgaC_TfoX-N,TfoX_N,TfoX N-terminal domain
PF02824,CL0072,Ubiquitin,TGS,TGS domain
PF01702,,,TGT,Queuine tRNA-ribosyltransferase
PF14805,,,THDPS_N_2,Tetrahydrodipicolinate N-succinyltransferase N-terminal
PF00763,CL0603,AA_dh_N,THF_DHG_CYH,"Tetrahydrofolate dehydrogenase/cyclohydrolase, catalytic domain"
PF02882,CL0063,NADP_Rossmann,THF_DHG_CYH_C,"Tetrahydrofolate dehydrogenase/cyclohydrolase, NAD(P)-binding domain"
PF01946,CL0063,NADP_Rossmann,Thi4,Thi4 family
PF01910,CL0360,MTH1187-YkoF,Thiamine_BP,Thiamine-binding protein
PF13667,,,ThiC-associated,ThiC-associated domain 
PF01964,CL0036,TIM_barrel,ThiC_Rad_SAM,Radical SAM ThiC family
PF05690,CL0036,TIM_barrel,ThiG,Thiazole biosynthesis protein ThiG
PF17124,CL0014,Glutaminase_I,ThiJ_like,ThiJ/PfpI family-like
PF00975,CL0028,AB_hydrolase,Thioesterase,Thioesterase domain
PF02803,CL0046,Thiolase,Thiolase_C,"Thiolase, C-terminal domain"
PF00108,CL0046,Thiolase,Thiolase_N,"Thiolase, N-terminal domain"
PF01289,CL0293,CDC,Thiol_cytolysin,Thiol-activated cytolysin
PF00085,CL0172,Thioredoxin,Thioredoxin,Thioredoxin
PF13098,CL0172,Thioredoxin,Thioredoxin_2,Thioredoxin-like domain
PF13462,CL0172,Thioredoxin,Thioredoxin_4,Thioredoxin
PF13899,CL0172,Thioredoxin,Thioredoxin_7,Thioredoxin-like
PF13905,CL0172,Thioredoxin,Thioredoxin_8,Thioredoxin-like
PF14595,CL0172,Thioredoxin,Thioredoxin_9,Thioredoxin
PF03190,CL0172,Thioredoxin,Thioredox_DsbH,"Protein of unknown function, DUF255"
PF00585,CL0070,ACT,Thr_dehydrat_C,C-terminal regulatory domain of Threonine dehydratase
PF14821,,,Thr_synth_N,Threonine synthase N terminus
PF18096,,,Thump_like,THUMP domain-like
PF02223,CL0023,P-loop_NTPase,Thymidylate_kin,Thymidylate kinase
PF00303,,,Thymidylat_synt,Thymidylate synthase
PF01833,CL0159,E-set,TIG,IPT/TIG domain
PF11734,CL0383,PheT-TilS,TilS_C,TilS substrate C-terminal domain
PF00121,CL0036,TIM_barrel,TIM,Triosephosphate isomerase
PF13676,CL0173,STIR,TIR_2,TIR domain
PF00265,CL0023,P-loop_NTPase,TK,Thymidine kinase
PF14512,CL0529,FMN-dep-NRtase,TM1586_NiRdase,Putative TM nitroreductase
PF05154,,,TM2,TM2 domain
PF02581,CL0036,TIM_barrel,TMP-TENI,Thiamine monophosphate synthase
PF05552,,,TM_helix,Conserved TM helix
PF05621,CL0023,P-loop_NTPase,TniB,Bacterial TniB protein
PF03459,CL0021,OB,TOBE,TOBE domain
PF03349,CL0193,MBB,Toluene_X,Outer membrane protein transport protein (OMPP1/FadL/TodX)
PF03544,CL0428,TolA-TonB-Cterm,TonB_C,Gram-negative bacterial TonB protein C-terminal
PF00593,CL0193,MBB,TonB_dep_Rec,TonB dependent receptor
PF01131,,,Topoisom_bac,DNA topoisomerase
PF01751,CL0413,Toprim-like,Toprim,Toprim domain
PF13155,CL0413,Toprim-like,Toprim_2,Toprim-like
PF13662,CL0413,Toprim-like,Toprim_4,Toprim domain
PF13342,CL0167,Zn_Beta_Ribbon,Toprim_Crpt,C-terminal repeat of topoisomerase
PF13368,,,Toprim_C_rpt,Topoisomerase C-terminal repeat
PF08275,,,Toprim_N,"DNA primase catalytic core, N-terminal domain"
PF15648,CL0236,PDDEXK,Tox-REase-5,Restriction endonuclease fold toxin 5
PF04536,CL0063,NADP_Rossmann,TPM_phosphatase,TPM domain
PF02775,CL0254,THDP-binding,TPP_enzyme_C,"Thiamine pyrophosphate enzyme, C-terminal TPP binding domain"
PF00205,CL0085,FAD_DHS,TPP_enzyme_M,"Thiamine pyrophosphate enzyme, central domain"
PF16582,CL0085,FAD_DHS,TPP_enzyme_M_2,Middle domain of thiamine pyrophosphate
PF02776,CL0254,THDP-binding,TPP_enzyme_N,"Thiamine pyrophosphate enzyme, N-terminal TPP binding domain"
PF00515,CL0020,TPR,TPR_1,Tetratricopeptide repeat
PF13374,CL0020,TPR,TPR_10,Tetratricopeptide repeat
PF13414,CL0020,TPR,TPR_11,TPR repeat
PF13424,CL0020,TPR,TPR_12,Tetratricopeptide repeat
PF13428,CL0020,TPR,TPR_14,Tetratricopeptide repeat
PF13429,CL0020,TPR,TPR_15,Tetratricopeptide repeat
PF13432,CL0020,TPR,TPR_16,Tetratricopeptide repeat
PF13431,CL0020,TPR,TPR_17,Tetratricopeptide repeat
PF14559,CL0020,TPR,TPR_19,Tetratricopeptide repeat
PF07719,CL0020,TPR,TPR_2,Tetratricopeptide repeat
PF09976,CL0020,TPR,TPR_21,Tetratricopeptide repeat-like domain
PF13174,CL0020,TPR,TPR_6,Tetratricopeptide repeat
PF13176,CL0020,TPR,TPR_7,Tetratricopeptide repeat
PF13181,CL0020,TPR,TPR_8,Tetratricopeptide repeat
PF13371,CL0020,TPR,TPR_9,Tetratricopeptide repeat
PF17874,CL0020,TPR,TPR_MalT,MalT-like TPR region
PF03151,CL0184,DMT,TPT,Triose-phosphate Transporter family
PF00590,,,TP_methylase,Tetrapyrrole (Corrin/Porphyrin) Methylases
PF13728,CL0172,Thioredoxin,TraF,F plasmid transfer operon protein
PF13729,CL0193,MBB,TraF_2,"F plasmid transfer operon, TraF, protein"
PF12696,CL0023,P-loop_NTPase,TraG-D_C,TraM recognition site of TraD and TraG
PF01938,CL0021,OB,TRAM,TRAM domain
PF18693,CL0021,OB,TRAM_2,TRAM domain
PF01709,,,Transcrip_reg,Transcriptional regulator
PF01841,CL0125,Peptidase_CA,Transglut_core,Transglutaminase-like superfamily
PF00912,CL0037,Lysozyme,Transgly,Transglycosylase
PF04226,,,Transgly_assoc,Transglycosylase associated protein
PF02780,CL0591,TKC_like,Transketolase_C,"Transketolase, C-terminal domain"
PF00456,CL0254,THDP-binding,Transketolase_N,"Transketolase, thiamine diphosphate binding domain"
PF02779,CL0254,THDP-binding,Transket_pyr,"Transketolase, pyrimidine binding domain"
PF00905,CL0013,Beta-lactamase,Transpeptidase,Penicillin binding protein transpeptidase domain
PF02371,CL0198,HHH,Transposase_20,Transposase IS116/IS110/IS902 family
PF00486,CL0123,HTH,Trans_reg_C,"Transcriptional regulatory protein, C terminal"
PF10626,,,TraO,Conjugative transposon protein TraO
PF03461,,,TRCF,TRCF domain
PF14684,,,Tricorn_C1,Tricorn protease C1 domain
PF14685,CL0466,PDZ-like,Tricorn_PDZ,Tricorn protease PDZ domain
PF05698,CL0262,Trigger_C,Trigger_C,Bacterial trigger factor protein (TF) C-terminus
PF05697,,,Trigger_N,Bacterial trigger factor protein (TF)
PF02080,CL0582,TrkA_C,TrkA_C,TrkA-C domain
PF02254,CL0063,NADP_Rossmann,TrkA_N,TrkA-N domain
PF02386,CL0030,Ion_channel,TrkH,Cation transport protein
PF01978,CL0123,HTH,TrmB,Sugar-specific transcriptional regulator TrmB
PF10396,CL0289,FBD,TrmE_N,GTP-binding protein TrmE N-terminus
PF00133,CL0039,HUP,tRNA-synt_1,"tRNA synthetases class I (I, L, M and V)"
PF00579,CL0039,HUP,tRNA-synt_1b,tRNA synthetases class I (W and Y)
PF00749,CL0039,HUP,tRNA-synt_1c,"tRNA synthetases class I (E and Q), catalytic domain"
PF03950,,,tRNA-synt_1c_C,"tRNA synthetases class I (E and Q), anti-codon binding domain"
PF00750,CL0039,HUP,tRNA-synt_1d,tRNA synthetases class I (R)
PF01406,CL0039,HUP,tRNA-synt_1e,tRNA synthetases class I (C) catalytic domain
PF09334,CL0039,HUP,tRNA-synt_1g,tRNA synthetases class I (M)
PF13603,CL0039,HUP,tRNA-synt_1_2,"Leucyl-tRNA synthetase, Domain 2"
PF00152,CL0040,tRNA_synt_II,tRNA-synt_2,"tRNA synthetases class II (D, K and N) "
PF00587,CL0040,tRNA_synt_II,tRNA-synt_2b,"tRNA synthetase class II core domain (G, H, P, S and T)"
PF01411,CL0040,tRNA_synt_II,tRNA-synt_2c,tRNA synthetases class II (A)
PF01409,CL0040,tRNA_synt_II,tRNA-synt_2d,tRNA synthetases class II core domain (F)
PF13393,CL0040,tRNA_synt_II,tRNA-synt_His,Histidyl-tRNA synthetase
PF01336,CL0021,OB,tRNA_anti-codon,OB-fold nucleic acid binding domain
PF01588,CL0021,OB,tRNA_bind,Putative tRNA binding domain
PF01746,CL0098,SPOUT,tRNA_m1G_MT,tRNA (Guanine-1)-methyltransferase
PF03054,CL0039,HUP,tRNA_Me_trans,tRNA methyl transferase
PF13735,CL0237,HD_PDEase,tRNA_NucTran2_2,tRNA nucleotidyltransferase domain 2 putative
PF07973,CL0094,Peptidase_ME,tRNA_SAD,Threonyl and Alanyl tRNA synthetase second additional domain
PF17759,CL0040,tRNA_synt_II,tRNA_synthFbeta,Phenylalanyl tRNA synthetase beta chain CLM domain
PF05958,CL0063,NADP_Rossmann,tRNA_U5-meth_tr,tRNA (Uracil-5-)-methyltransferase
PF03301,CL0380,IDO-like,Trp_dioxygenase,"Tryptophan 2,3-dioxygenase"
PF04820,CL0063,NADP_Rossmann,Trp_halogenase,Tryptophan halogenase
PF00290,CL0036,TIM_barrel,Trp_syntA,Tryptophan synthase alpha chain
PF16198,CL0649,PseudoU_synth,TruB_C_2,tRNA pseudouridylate synthase B C-terminal domain
PF01509,CL0649,PseudoU_synth,TruB_N,TruB family pseudouridylate synthase (N terminal domain)
PF10412,CL0023,P-loop_NTPase,TrwB_AAD_bind,Type IV secretion-system coupling protein DNA-binding domain
PF00089,CL0124,Peptidase_PA,Trypsin,Trypsin
PF13365,CL0124,Peptidase_PA,Trypsin_2,Trypsin-like peptidase domain
PF00814,CL0108,Actin_ATPase,TsaD,tRNA N6-adenosine threonylcarbamoyltransferase
PF02367,CL0023,P-loop_NTPase,TsaE,Threonylcarbamoyl adenosine biosynthesis protein TsaE
PF18884,CL0689,TSP3,TSP3_bac,Bacterial TSP3 repeat
PF03073,,,TspO_MBR,TspO/MBR family
PF02412,CL0689,TSP3,TSP_3,Thrombospondin type 3 repeat
PF17804,,,TSP_NTD,Tail specific protease N-terminal domain
PF17541,,,TssC,"Type VI secretion system, TssC, VipB"
PF17642,,,TssD,Hemolysin coregulated protein Hcp (TssD)
PF17555,,,TssN,"Type VI secretion system, TssN"
PF17561,,,TssO,"Type VI secretion system, TssO"
PF03133,CL0179,ATP-grasp,TTL,Tubulin-tyrosine ligase family
PF18563,,,TubC_N,TubC N-terminal docking domain
PF00091,CL0566,Tubulin,Tubulin,"Tubulin/FtsZ family, GTPase domain"
PF02580,,,Tyr_Deacylase,D-Tyr-tRNA(Tyr) deacylase
PF01040,CL0613,Terp_synthase,UbiA,UbiA prenyltransferase family
PF01209,CL0063,NADP_Rossmann,Ubie_methyltran,ubiE/COQ5 methyltransferase family
PF03167,,,UDG,Uracil DNA glycosylase superfamily
PF00984,CL0106,6PGD_C,UDPG_MGDP_dh,"UDP-glucose/GDP-mannose dehydrogenase family, central domain"
PF03720,CL0039,HUP,UDPG_MGDP_dh_C,"UDP-glucose/GDP-mannose dehydrogenase family, UDP binding domain"
PF03721,CL0063,NADP_Rossmann,UDPG_MGDP_dh_N,"UDP-glucose/GDP-mannose dehydrogenase family, NAD binding domain"
PF07593,,,UnbV_ASPIC,ASPIC and UnbV
PF00919,CL0304,CheY,UPF0004,Uncharacterized protein family UPF0004
PF01170,CL0063,NADP_Rossmann,UPF0020,Putative RNA methylase family UPF0020
PF01205,CL0329,S5,UPF0029,Uncharacterized protein family UPF0029
PF01894,,,UPF0047,Uncharacterised protein family UPF0047
PF02130,CL0126,Peptidase_MA,UPF0054,Uncharacterized protein family UPF0054
PF03653,CL0430,CopD_like,UPF0093,Uncharacterised protein family (UPF0093)
PF02021,CL0236,PDDEXK,UPF0102,Uncharacterised protein family UPF0102
PF03458,,,UPF0126,UPF0126 domain
PF17773,CL0622,Acylphosphatase,UPF0176_N,UPF0176 acylphosphatase like domain
PF06790,,,UPF0259,Uncharacterised protein family (UPF0259)
PF06792,,,UPF0261,Uncharacterised protein family (UPF0261)
PF14681,CL0533,PRTase-like,UPRTase,Uracil phosphoribosyltransferase
PF01208,CL0160,Methionine_synt,URO-D,Uroporphyrinogen decarboxylase (URO-D)
PF01175,CL0063,NADP_Rossmann,Urocanase,Urocanase Rossmann-like domain
PF17392,,,Urocanase_C,Urocanase C-terminal domain
PF17391,,,Urocanase_N,Urocanase N-terminal domain
PF00582,CL0039,HUP,Usp,Universal stress protein family
PF06862,,,UTP25,"Utp25, U3 small nucleolar RNA-associated SSU processome protein 25"
PF02151,CL0671,AAA_lid,UVR,UvrB/uvrC motif
PF17755,,,UvrA_DNA-bind,UvrA DNA-binding domain
PF17760,,,UvrA_inter,UvrA interaction domain
PF12344,CL0023,P-loop_NTPase,UvrB,Ultra-violet resistance protein B
PF17757,CL0664,UB2H,UvrB_inter,UvrB interaction domain
PF08459,CL0219,RNase_H,UvrC_HhH_N,UvrC RIbonuclease H-like domain
PF00580,CL0023,P-loop_NTPase,UvrD-helicase,UvrD/REP helicase N-terminal domain
PF13361,CL0023,P-loop_NTPase,UvrD_C,UvrD-like helicase C-terminal domain
PF13538,CL0023,P-loop_NTPase,UvrD_C_2,UvrD-like helicase C-terminal domain
PF10458,CL0298,tRNA_bind_arm,Val_tRNA-synt_C,Valyl tRNA synthetase tRNA binding arm
PF04294,,,VanW,VanW like protein
PF02557,CL0170,Peptidase_MD,VanY,D-alanyl-D-alanine carboxypeptidase
PF04892,,,VanZ,VanZ like family 
PF13517,CL0186,Beta_propeller,VCBS,"Repeat domain in Vibrio, Colwellia, Bradyrhizobium and Shewanella"
PF01443,CL0023,P-loop_NTPase,Viral_helicase1,Viral (Superfamily 1) RNA helicase
PF03631,,,Virul_fac_BrkB,Virulence factor BrkB
PF05090,,,VKG_Carbox,Vitamin K-dependent gamma-carboxylase
PF07884,,,VKOR,Vitamin K epoxide reductase family
PF00654,,,Voltage_CLC,Voltage gated chloride channel
PF02592,,,Vut_1,Putative vitamin uptake transporter
PF00092,CL0128,vWA-like,VWA,von Willebrand factor type A domain
PF13519,CL0128,vWA-like,VWA_2,von Willebrand factor type A domain
